sid,habitat,lifeform
6295,C,Hemicryptophyte
6295,R,Hemicryptophyte
6296,R,Hemicryptophyte
6297,R,Hemicryptophyte
6298,R,Hemicryptophyte
6299,R,Hemicryptophyte
6300,M,Therophyte
6300,R,Therophyte
6301,R,Therophyte
6303,R,Therophyte
6304,A,Phanerophyte
6304,W,Phanerophyte
6306,R,Therophyte
6307,R,Phanerophyte
6308,R,Phanerophyte
6309,R,Therophyte
6310,R,Therophyte
6311,R,Phanerophyte
6312,R,Therophyte
6313,A,Hemicryptophyte
6314,A,Hemicryptophyte
6315,A,Hemicryptophyte
6315,H,Hemicryptophyte
6316,W,Hemicryptophyte
6317,H,Hemicryptophyte
6318,G,Hemicryptophyte
6318,W,Hemicryptophyte
6319,H,Hemicryptophyte
6320,A,Therophyte
6322,A,Therophyte
6322,P,Therophyte
6323,A,Hemicryptophyte
6324,H,Hemicryptophyte
6324,W,Hemicryptophyte
6325,R,Hemicryptophyte
6326,R,Hemicryptophyte
6327,A,Therophyte
6327,R,Therophyte
6328,R,Therophyte
6329,A,Therophyte
6329,R,Therophyte
6330,R,Therophyte
6332,C,Therophyte
6332,R,Therophyte
6333,C,Phanerophyte
6333,W,Phanerophyte
6334,W,Phanerophyte
6335,W,Phanerophyte
6336,W,Phanerophyte
6337,H,Phanerophyte
6337,W,Phanerophyte
6338,H,Phanerophyte
6339,W,Phanerophyte
6340,C,Phanerophyte
6340,H,Phanerophyte
6340,W,Phanerophyte
6341,W,Phanerophyte
6342,C,Phanerophyte
6342,H,Phanerophyte
6342,W,Phanerophyte
6343,C,Phanerophyte
6343,H,Phanerophyte
6343,W,Phanerophyte
6344,R,Therophyte
6345,A,Therophyte
6345,R,Therophyte
6346,R,Geophyte (Cryptophyte)
6347,A,Aquatic
6348,A,Aquatic
6349,A,Aquatic
6350,A,Aquatic
6351,A,Aquatic
6352,M,Geophyte (Cryptophyte)
6353,R,Phanerophyte
6353,W,Phanerophyte
6354,R,Therophyte
6355,G,Therophyte
6355,P,Therophyte
6356,M,Therophyte
6356,R,Therophyte
6357,M,Therophyte
6358,M,Therophyte
6359,M,Hemicryptophyte
6361,R,Therophyte
6362,R,Therophyte
6363,C,Phanerophyte
6364,G,Phanerophyte
6365,G,Geophyte (Cryptophyte)
6365,P,Geophyte (Cryptophyte)
6366,M,Therophyte
6367,A,Aquatic
6368,R,Hemicryptophyte
6369,M,Geophyte (Cryptophyte)
6370,W,Hemicryptophyte
6371,G,Hemicryptophyte
6372,R,Therophyte
6373,R,Therophyte
6374,G,Hemicryptophyte
6376,C,Hemicryptophyte
6376,P,Hemicryptophyte
6377,C,Chamaephyte
6378,P,Hemicryptophyte
6378,R,Hemicryptophyte
6378,W,Hemicryptophyte
6379,P,Hemicryptophyte
6380,P,Hemicryptophyte
6380,W,Hemicryptophyte
6381,P,Hemicryptophyte
6381,R,Hemicryptophyte
6382,P,Hemicryptophyte
6383,P,Hemicryptophyte
6383,R,Hemicryptophyte
6384,P,Hemicryptophyte
6384,W,Hemicryptophyte
6386,G,Hemicryptophyte
6386,H,Hemicryptophyte
6386,R,Hemicryptophyte
6387,G,Hemicryptophyte
6387,R,Hemicryptophyte
6388,G,Hemicryptophyte
6388,H,Hemicryptophyte
6389,G,Hemicryptophyte
6389,H,Hemicryptophyte
6390,G,Hemicryptophyte
6391,G,Hemicryptophyte
6391,P,Hemicryptophyte
6392,G,Chamaephyte
6392,H,Chamaephyte
6393,C,Chamaephyte
6394,G,Hemicryptophyte
6395,P,Hemicryptophyte
6395,W,Hemicryptophyte
6396,G,Hemicryptophyte
6397,H,Hemicryptophyte
6399,P,Hemicryptophyte
6399,W,Hemicryptophyte
6400,P,Hemicryptophyte
6401,R,Therophyte
6402,A,Hemicryptophyte
6403,C,Hemicryptophyte
6403,P,Hemicryptophyte
6404,G,Hemicryptophyte
6405,G,Hemicryptophyte
6405,H,Hemicryptophyte
6406,H,Hemicryptophyte
6407,H,Hemicryptophyte
6408,G,Hemicryptophyte
6408,H,Hemicryptophyte
6409,G,Hemicryptophyte
6410,G,Therophyte
6410,W,Therophyte
6411,P,Chamaephyte
6412,R,Hemicryptophyte
6413,C,Chamaephyte
6414,C,Chamaephyte
6415,C,Chamaephyte
6416,C,Chamaephyte
6417,C,Chamaephyte
6418,C,Chamaephyte
6419,C,Chamaephyte
6420,C,Chamaephyte
6421,C,Chamaephyte
6422,W,Hemicryptophyte
6423,C,Chamaephyte
6424,G,Hemicryptophyte
6424,R,Hemicryptophyte
6425,P,Hemicryptophyte
6426,H,Hemicryptophyte
6427,P,Hemicryptophyte
6428,C,Chamaephyte
6429,C,Chamaephyte
6430,C,Chamaephyte
6430,W,Chamaephyte
6431,W,Phanerophyte
6432,G,Hemicryptophyte
6432,W,Hemicryptophyte
6433,A,Hemicryptophyte
6434,P,Therophyte
6434,R,Therophyte
6435,A,Hemicryptophyte
6435,W,Hemicryptophyte
6436,R,Therophyte
6436,W,Therophyte
6437,A,Hemicryptophyte
6438,W,Hemicryptophyte
6440,W,Hemicryptophyte
6441,W,Therophyte
6442,W,Hemicryptophyte
6444,R,Geophyte (Cryptophyte)
6445,P,Geophyte (Cryptophyte)
6446,G,Geophyte (Cryptophyte)
6446,H,Geophyte (Cryptophyte)
6447,G,Geophyte (Cryptophyte)
6447,P,Geophyte (Cryptophyte)
6448,P,Geophyte (Cryptophyte)
6449,G,Geophyte (Cryptophyte)
6449,P,Geophyte (Cryptophyte)
6452,G,Hemicryptophyte
6453,H,Hemicryptophyte
6454,P,Hemicryptophyte
6455,G,Hemicryptophyte
6456,G,Hemicryptophyte
6457,P,Hemicryptophyte
6458,G,Hemicryptophyte
6459,G,Hemicryptophyte
6459,H,Hemicryptophyte
6460,G,Hemicryptophyte
6461,A,Aquatic
6462,A,Aquatic
6463,W,Phanerophyte
6464,R,Therophyte
6465,M,Therophyte
6466,M,Chamaephyte
6467,M,Therophyte
6467,R,Therophyte
6468,C,Chamaephyte
6468,M,Chamaephyte
6469,G,Hemicryptophyte
6470,R,Hemicryptophyte
6471,R,Therophyte
6472,P,Therophyte
6473,R,Hemicryptophyte
6474,A,Hemicryptophyte
6474,R,Hemicryptophyte
6476,W,Hemicryptophyte
6477,W,Geophyte (Cryptophyte)
6478,C,Hemicryptophyte
6479,C,Hemicryptophyte
6480,C,Hemicryptophyte
6481,C,Hemicryptophyte
6482,C,Hemicryptophyte
6483,C,Hemicryptophyte
6484,W,Hemicryptophyte
6485,W,Geophyte (Cryptophyte)
6486,W,Geophyte (Cryptophyte)
6487,W,Phanerophyte
6488,G,Therophyte
6488,R,Therophyte
6489,G,Therophyte
6489,R,Therophyte
6490,R,Therophyte
6491,R,Therophyte
6492,M,Phanerophyte
6493,M,Phanerophyte
6494,A,Phanerophyte
6494,M,Phanerophyte
6495,A,Phanerophyte
6495,M,Phanerophyte
6496,M,Phanerophyte
6497,A,Phanerophyte
6497,M,Phanerophyte
6498,M,Phanerophyte
6499,A,Phanerophyte
6500,A,Phanerophyte
6500,M,Phanerophyte
6501,W,Hemicryptophyte
6502,W,Hemicryptophyte
6503,R,Hemicryptophyte
6503,W,Hemicryptophyte
6504,R,Hemicryptophyte
6505,R,Hemicryptophyte
6506,M,Hemicryptophyte
6507,H,Hemicryptophyte
6508,H,Hemicryptophyte
6508,M,Hemicryptophyte
6509,H,Hemicryptophyte
6509,M,Hemicryptophyte
6509,R,Hemicryptophyte
6510,A,Hemicryptophyte
6510,H,Hemicryptophyte
6511,A,Hemicryptophyte
6511,G,Hemicryptophyte
6512,H,Hemicryptophyte
6513,H,Hemicryptophyte
6514,G,Hemicryptophyte
6514,R,Hemicryptophyte
6515,H,Hemicryptophyte
6515,P,Hemicryptophyte
6516,G,Hemicryptophyte
6517,H,Hemicryptophyte
6518,G,Hemicryptophyte
6518,H,Hemicryptophyte
6518,P,Hemicryptophyte
6519,H,Hemicryptophyte
6520,A,Hemicryptophyte
6521,A,Hemicryptophyte
6522,G,Hemicryptophyte
6523,H,Hemicryptophyte
6524,H,Hemicryptophyte
6525,H,Hemicryptophyte
6526,H,Hemicryptophyte
6527,G,Hemicryptophyte
6527,R,Hemicryptophyte
6528,G,Hemicryptophyte
6528,H,Hemicryptophyte
6529,P,Hemicryptophyte
6529,R,Hemicryptophyte
6530,G,Hemicryptophyte
6530,R,Hemicryptophyte
6531,H,Hemicryptophyte
6532,A,Hemicryptophyte
6533,A,Hemicryptophyte
6534,R,Hemicryptophyte
6535,H,Hemicryptophyte
6536,G,Hemicryptophyte
6537,G,Hemicryptophyte
6538,G,Hemicryptophyte
6539,G,Hemicryptophyte
6539,R,Hemicryptophyte
6540,A,Hemicryptophyte
6541,G,Hemicryptophyte
6541,H,Hemicryptophyte
6541,R,Hemicryptophyte
6542,A,Hemicryptophyte
6543,H,Hemicryptophyte
6544,A,Hemicryptophyte
6544,H,Hemicryptophyte
6545,G,Hemicryptophyte
6546,H,Hemicryptophyte
6547,G,Hemicryptophyte
6548,G,Hemicryptophyte
6548,R,Hemicryptophyte
6549,G,Hemicryptophyte
6550,A,Hemicryptophyte
6551,G,Hemicryptophyte
6552,R,Hemicryptophyte
6553,G,Hemicryptophyte
6554,R,Hemicryptophyte
6554,C,Hemicryptophyte
6555,G,Hemicryptophyte
6556,H,Hemicryptophyte
6556,R,Hemicryptophyte
6557,A,Hemicryptophyte
6557,G,Hemicryptophyte
6558,G,Hemicryptophyte
6559,A,Hemicryptophyte
6560,H,Hemicryptophyte
6561,G,Hemicryptophyte
6562,G,Hemicryptophyte
6562,R,Hemicryptophyte
6563,G,Hemicryptophyte
6563,H,Hemicryptophyte
6564,G,Hemicryptophyte
6565,G,Hemicryptophyte
6565,H,Hemicryptophyte
6566,H,Hemicryptophyte
6567,H,Hemicryptophyte
6568,G,Hemicryptophyte
6568,H,Hemicryptophyte
6568,R,Hemicryptophyte
6569,G,Hemicryptophyte
6570,R,Hemicryptophyte
6571,G,Hemicryptophyte
6572,A,Hemicryptophyte
6572,G,Hemicryptophyte
6573,G,Hemicryptophyte
6574,G,Hemicryptophyte
6574,R,Hemicryptophyte
6575,R,Hemicryptophyte
6576,R,Hemicryptophyte
6577,G,Hemicryptophyte
6577,R,Hemicryptophyte
6578,A,Hemicryptophyte
6579,R,Hemicryptophyte
6580,A,Hemicryptophyte
6581,G,Hemicryptophyte
6582,R,Hemicryptophyte
6583,W,Phanerophyte
6584,G,Therophyte
6584,P,Therophyte
6585,A,Hemicryptophyte
6586,H,Chamaephyte
6587,H,Chamaephyte
6588,H,Chamaephyte
6589,W,Phanerophyte
6591,M,Chamaephyte
6592,P,Therophyte
6593,P,Therophyte
6593,R,Therophyte
6594,P,Chamaephyte
6595,C,Chamaephyte
6596,P,Chamaephyte
6597,G,Chamaephyte
6597,P,Chamaephyte
6598,G,Chamaephyte
6598,P,Chamaephyte
6598,W,Chamaephyte
6599,G,Chamaephyte
6599,W,Chamaephyte
6600,P,Chamaephyte
6600,W,Chamaephyte
6601,G,Chamaephyte
6601,W,Chamaephyte
6602,C,Chamaephyte
6603,P,Chamaephyte
6604,P,Chamaephyte
6605,P,Chamaephyte
6606,P,Chamaephyte
6607,P,Chamaephyte
6607,W,Chamaephyte
6608,P,Chamaephyte
6608,W,Chamaephyte
6609,P,Chamaephyte
6609,W,Chamaephyte
6610,P,Chamaephyte
6610,W,Chamaephyte
6611,C,Chamaephyte
6613,P,Chamaephyte
6614,C,Chamaephyte
6615,W,Hemicryptophyte
6616,R,Hemicryptophyte
6617,P,Chamaephyte
6618,G,Chamaephyte
6618,H,Chamaephyte
6619,G,Chamaephyte
6619,H,Chamaephyte
6620,G,Chamaephyte
6620,H,Chamaephyte
6621,C,Chamaephyte
6622,C,Chamaephyte
6623,P,Chamaephyte
6624,A,Hemicryptophyte
6625,A,Hemicryptophyte
6626,W,Hemicryptophyte
6627,W,Geophyte (Cryptophyte)
6628,A,Geophyte (Cryptophyte)
6629,G,Geophyte (Cryptophyte)
6630,G,Geophyte (Cryptophyte)
6631,C,Geophyte (Cryptophyte)
6632,G,Geophyte (Cryptophyte)
6633,G,Geophyte (Cryptophyte)
6634,H,Geophyte (Cryptophyte)
6635,R,Hemicryptophyte
6636,C,Therophyte
6636,P,Therophyte
6636,R,Therophyte
6637,A,Geophyte (Cryptophyte)
6638,H,Hemicryptophyte
6639,G,Hemicryptophyte
6639,P,Hemicryptophyte
6640,W,Hemicryptophyte
6641,G,Therophyte
6641,P,Therophyte
6642,G,Hemicryptophyte
6642,H,Hemicryptophyte
6643,G,Hemicryptophyte
6643,H,Hemicryptophyte
6644,G,Hemicryptophyte
6644,H,Hemicryptophyte
6645,G,Hemicryptophyte
6646,H,Hemicryptophyte
6647,G,Hemicryptophyte
6648,H,Hemicryptophyte
6649,R,Therophyte
6650,R,Therophyte
6651,C,Chamaephyte
6652,P,Chamaephyte
6653,P,Chamaephyte
6654,R,Therophyte
6655,P,Phanerophyte
6656,G,Therophyte
6656,R,Therophyte
6657,P,Phanerophyte
6658,P,Phanerophyte
6659,P,Phanerophyte
6660,G,Chamaephyte
6661,H,Chamaephyte
6662,P,Chamaephyte
6663,G,Chamaephyte
6664,G,Chamaephyte
6665,H,Chamaephyte
6666,H,Chamaephyte
6667,H,Chamaephyte
6668,H,Chamaephyte
6669,P,Chamaephyte
6670,P,Chamaephyte
6671,H,Chamaephyte
6672,G,Chamaephyte
6672,H,Chamaephyte
6673,G,Chamaephyte
6673,H,Chamaephyte
6674,G,Chamaephyte
6674,H,Chamaephyte
6675,G,Chamaephyte
6675,W,Chamaephyte
6676,G,Chamaephyte
6676,W,Chamaephyte
6677,G,Chamaephyte
6677,W,Chamaephyte
6678,G,Chamaephyte
6678,H,Chamaephyte
6679,G,Chamaephyte
6680,H,Chamaephyte
6681,H,Chamaephyte
6682,H,Chamaephyte
6683,H,Chamaephyte
6684,G,Chamaephyte
6685,G,Chamaephyte
6686,H,Chamaephyte
6687,G,Chamaephyte
6688,H,Chamaephyte
6689,H,Chamaephyte
6690,G,Chamaephyte
6690,H,Chamaephyte
6691,G,Chamaephyte
6691,H,Chamaephyte
6691,W,Chamaephyte
6692,G,Chamaephyte
6692,H,Chamaephyte
6693,G,Chamaephyte
6693,P,Chamaephyte
6693,W,Chamaephyte
6694,G,Chamaephyte
6694,W,Chamaephyte
6695,G,Chamaephyte
6695,H,Chamaephyte
6696,P,Chamaephyte
6696,W,Chamaephyte
6697,W,Phanerophyte
6698,W,Phanerophyte
6699,W,Phanerophyte
6700,P,Therophyte
6700,R,Therophyte
6701,G,Hemicryptophyte
6701,P,Hemicryptophyte
6702,P,Therophyte
6702,R,Therophyte
6703,P,Therophyte
6703,R,Therophyte
6704,P,Therophyte
6705,R,Therophyte
6706,P,Therophyte
6706,R,Therophyte
6707,P,Therophyte
6708,P,Therophyte
6708,R,Therophyte
6708,W,Therophyte
6709,R,Therophyte
6710,R,Therophyte
6711,A,Therophyte
6711,R,Therophyte
6712,R,Therophyte
6712,W,Therophyte
6713,R,Therophyte
6714,P,Therophyte
6715,R,Therophyte
6716,W,Therophyte
6717,P,Therophyte
6718,R,Therophyte
6719,A,Hemicryptophyte
6720,A,Hemicryptophyte
6722,A,Geophyte (Cryptophyte)
6723,G,Hemicryptophyte
6724,G,Hemicryptophyte
6724,R,Hemicryptophyte
6725,R,Therophyte
6726,M,Hemicryptophyte
6727,H,Hemicryptophyte
6728,G,Hemicryptophyte
6729,G,Hemicryptophyte
6733,G,Hemicryptophyte
6734,G,Hemicryptophyte
6735,G,Therophyte
6735,W,Therophyte
6736,G,Therophyte
6737,R,Therophyte
6738,A,Aquatic
6739,R,Therophyte
6740,P,Therophyte
6740,R,Therophyte
6741,R,Therophyte
6742,G,Geophyte (Cryptophyte)
6742,H,Geophyte (Cryptophyte)
6743,P,Therophyte
6743,R,Therophyte
6744,G,Therophyte
6744,P,Therophyte
6745,P,Therophyte
6745,R,Therophyte
6746,G,Therophyte
6746,P,Therophyte
6747,W,Therophyte
6748,H,Therophyte
6749,A,Hemicryptophyte
6750,P,Therophyte
6751,P,Therophyte
6752,G,Therophyte
6752,P,Therophyte
6753,C,Hemicryptophyte
6754,G,Therophyte
6754,P,Therophyte
6755,A,Therophyte
6756,A,Therophyte
6756,R,Therophyte
6757,R,Therophyte
6758,G,Therophyte
6758,P,Therophyte
6759,P,Therophyte
6759,R,Therophyte
6760,G,Therophyte
6760,R,Therophyte
6761,W,Therophyte
6762,A,Therophyte
6762,G,Therophyte
6763,G,Therophyte
6763,R,Therophyte
6764,A,Hemicryptophyte
6765,G,Therophyte
6765,W,Therophyte
6766,G,Therophyte
6767,P,Therophyte
6768,G,Therophyte
6768,W,Therophyte
6769,G,Geophyte (Cryptophyte)
6769,H,Geophyte (Cryptophyte)
6770,R,Therophyte
6771,A,Hemicryptophyte
6771,G,Hemicryptophyte
6771,H,Hemicryptophyte
6772,H,Hemicryptophyte
6773,A,Hemicryptophyte
6774,G,Hemicryptophyte
6774,H,Hemicryptophyte
6775,G,Therophyte
6775,R,Therophyte
6776,G,Therophyte
6776,R,Therophyte
6777,P,Therophyte
6778,P,Therophyte
6778,R,Therophyte
6779,G,Therophyte
6779,W,Therophyte
6780,G,Therophyte
6780,P,Therophyte
6781,P,Therophyte
6781,W,Therophyte
6782,G,Therophyte
6782,R,Therophyte
6783,G,Geophyte (Cryptophyte)
6783,W,Geophyte (Cryptophyte)
6784,G,Geophyte (Cryptophyte)
6784,W,Geophyte (Cryptophyte)
6785,G,Geophyte (Cryptophyte)
6785,W,Geophyte (Cryptophyte)
6786,G,Therophyte
6787,A,Therophyte
6788,A,Therophyte
6788,G,Therophyte
6789,G,Therophyte
6789,P,Therophyte
6789,R,Therophyte
6790,H,Hemicryptophyte
6791,A,Therophyte
6791,R,Therophyte
6792,W,Hemicryptophyte
6793,W,Hemicryptophyte
6794,W,Hemicryptophyte
6795,A,Therophyte
6796,A,Therophyte
6797,H,Hemicryptophyte
6798,P,Therophyte
6798,R,Therophyte
6799,M,Therophyte
6800,G,Geophyte (Cryptophyte)
6801,H,Chamaephyte
6802,A,Therophyte
6803,W,Geophyte (Cryptophyte)
6804,P,Therophyte
6805,R,Therophyte
6806,W,Therophyte
6807,G,Therophyte
6808,G,Hemicryptophyte
6808,W,Hemicryptophyte
6809,W,Geophyte (Cryptophyte)
6810,H,Hemicryptophyte
6811,P,Therophyte
6811,R,Therophyte
6812,P,Therophyte
6813,G,Hemicryptophyte
6814,G,Therophyte
6814,R,Therophyte
6815,P,Hemicryptophyte
6815,W,Hemicryptophyte
6816,A,Hemicryptophyte
6816,G,Hemicryptophyte
6816,H,Hemicryptophyte
6816,R,Hemicryptophyte
6820,G,Therophyte
6821,G,Therophyte
6821,P,Therophyte
6822,P,Therophyte
6823,W,Therophyte
6825,A,Therophyte
6825,R,Therophyte
6826,A,Therophyte
6827,G,Therophyte
6828,G,Therophyte
6828,P,Therophyte
6829,G,Therophyte
6830,G,Therophyte
6831,P,Therophyte
6831,R,Therophyte
6832,P,Therophyte
6832,R,Therophyte
6833,P,Therophyte
6834,G,Therophyte
6834,P,Therophyte
6835,P,Therophyte
6835,R,Therophyte
6836,G,Therophyte
6837,P,Hemicryptophyte
6838,R,Therophyte
6839,G,Therophyte
6840,A,Geophyte (Cryptophyte)
6840,M,Geophyte (Cryptophyte)
6841,A,Geophyte (Cryptophyte)
6841,M,Geophyte (Cryptophyte)
6842,A,Geophyte (Cryptophyte)
6843,R,Therophyte
6844,P,Therophyte
6845,P,Therophyte
6846,M,Therophyte
6846,R,Therophyte
6847,M,Therophyte
6847,R,Therophyte
6848,R,Therophyte
6849,M,Therophyte
6850,R,Therophyte
6851,P,Therophyte
6851,R,Therophyte
6852,R,Therophyte
6853,R,Therophyte
6854,P,Therophyte
6855,P,Therophyte
6855,W,Therophyte
6856,P,Therophyte
6857,P,Therophyte
6858,P,Therophyte
6859,H,Hemicryptophyte
6860,G,Hemicryptophyte
6860,H,Hemicryptophyte
6861,G,Hemicryptophyte
6861,H,Hemicryptophyte
6862,G,Hemicryptophyte
6862,H,Hemicryptophyte
6863,H,Hemicryptophyte
6864,A,Hemicryptophyte
6865,A,Hemicryptophyte
6866,M,Therophyte
6867,H,Hemicryptophyte
6868,G,Hemicryptophyte
6869,R,Therophyte
6870,G,Hemicryptophyte
6871,M,Therophyte
6872,G,Hemicryptophyte
6873,G,Hemicryptophyte
6874,G,Hemicryptophyte
6875,G,Therophyte
6875,H,Therophyte
6876,P,Therophyte
6877,M,Hemicryptophyte
6878,M,Hemicryptophyte
6879,M,Hemicryptophyte
6879,R,Hemicryptophyte
6880,G,Hemicryptophyte
6880,H,Hemicryptophyte
6881,G,Hemicryptophyte
6882,G,Hemicryptophyte
6882,H,Hemicryptophyte
6883,H,Hemicryptophyte
6884,W,Hemicryptophyte
6886,R,Therophyte
6887,R,Therophyte
6889,A,Hemicryptophyte
6890,P,Therophyte
6891,R,Geophyte (Cryptophyte)
6892,G,Geophyte (Cryptophyte)
6892,H,Geophyte (Cryptophyte)
6893,H,Geophyte (Cryptophyte)
6893,R,Geophyte (Cryptophyte)
6894,R,Geophyte (Cryptophyte)
6895,R,Geophyte (Cryptophyte)
6896,P,Geophyte (Cryptophyte)
6896,W,Geophyte (Cryptophyte)
6897,R,Geophyte (Cryptophyte)
6898,P,Geophyte (Cryptophyte)
6898,R,Geophyte (Cryptophyte)
6899,P,Geophyte (Cryptophyte)
6899,R,Geophyte (Cryptophyte)
6900,P,Geophyte (Cryptophyte)
6900,R,Geophyte (Cryptophyte)
6901,R,Geophyte (Cryptophyte)
6902,G,Geophyte (Cryptophyte)
6903,C,Geophyte (Cryptophyte)
6903,R,Geophyte (Cryptophyte)
6904,R,Geophyte (Cryptophyte)
6905,R,Therophyte
6907,A,Geophyte (Cryptophyte)
6908,A,Geophyte (Cryptophyte)
6909,A,Geophyte (Cryptophyte)
6910,A,Geophyte (Cryptophyte)
6911,A,Geophyte (Cryptophyte)
6912,A,Geophyte (Cryptophyte)
6913,R,Therophyte
6914,W,Phanerophyte
6915,W,Phanerophyte
6916,W,Phanerophyte
6917,W,Phanerophyte
6918,W,Phanerophyte
6919,W,Phanerophyte
6920,C,Geophyte (Cryptophyte)
6921,C,Geophyte (Cryptophyte)
6922,C,Geophyte (Cryptophyte)
6923,C,Geophyte (Cryptophyte)
6923,W,Geophyte (Cryptophyte)
6924,C,Geophyte (Cryptophyte)
6925,C,Geophyte (Cryptophyte)
6926,P,Therophyte
6926,R,Therophyte
6927,R,Hemicryptophyte
6928,R,Therophyte
6929,R,Therophyte
6930,R,Therophyte
6931,A,Aquatic
6932,A,Aquatic
6933,A,Aquatic
6934,A,Aquatic
6935,A,Aquatic
6936,H,Chamaephyte
6936,W,Chamaephyte
6937,A,Chamaephyte
6938,A,Chamaephyte
6939,H,Chamaephyte
6939,W,Chamaephyte
6940,H,Hemicryptophyte
6941,P,Therophyte
6941,R,Therophyte
6942,C,Therophyte
6942,P,Therophyte
6944,C,Hemicryptophyte
6945,H,Hemicryptophyte
6946,C,Hemicryptophyte
6946,H,Hemicryptophyte
6947,C,Hemicryptophyte
6948,C,Hemicryptophyte
6948,H,Hemicryptophyte
6949,G,Hemicryptophyte
6950,C,Hemicryptophyte
6951,A,Hemicryptophyte
6952,A,Hemicryptophyte
6953,C,Hemicryptophyte
6954,G,Hemicryptophyte
6954,H,Hemicryptophyte
6955,C,Hemicryptophyte
6955,W,Hemicryptophyte
6956,G,Hemicryptophyte
6957,G,Therophyte
6957,R,Therophyte
6958,G,Therophyte
6958,P,Therophyte
6958,R,Therophyte
6959,P,Therophyte
6960,R,Therophyte
6961,P,Therophyte
6961,R,Therophyte
6962,R,Therophyte
6963,P,Therophyte
6963,R,Therophyte
6964,P,Therophyte
6964,R,Therophyte
6965,R,Therophyte
6966,G,Therophyte
6966,R,Therophyte
6967,P,Therophyte
6968,P,Therophyte
6968,R,Therophyte
6969,P,Therophyte
6970,P,Therophyte
6970,R,Therophyte
6971,R,Therophyte
6972,G,Therophyte
6972,R,Therophyte
6973,P,Therophyte
6974,P,Therophyte
6974,R,Therophyte
6975,P,Therophyte
6975,R,Therophyte
6976,A,Aquatic
6977,G,Therophyte
6977,R,Therophyte
6978,R,Therophyte
6979,H,Geophyte (Cryptophyte)
6980,H,Geophyte (Cryptophyte)
6981,H,Hemicryptophyte
6982,R,Hemicryptophyte
6983,R,Hemicryptophyte
6984,G,Hemicryptophyte
6984,R,Hemicryptophyte
6985,P,Hemicryptophyte
6986,R,Hemicryptophyte
6987,C,Hemicryptophyte
6988,P,Hemicryptophyte
6989,P,Chamaephyte
6990,R,Hemicryptophyte
6991,R,Hemicryptophyte
6992,R,Hemicryptophyte
6993,G,Hemicryptophyte
6994,R,Hemicryptophyte
6995,G,Hemicryptophyte
6995,R,Hemicryptophyte
6995,W,Hemicryptophyte
6996,G,Hemicryptophyte
6996,R,Hemicryptophyte
6996,W,Hemicryptophyte
6997,R,Hemicryptophyte
6998,R,Hemicryptophyte
6999,H,Hemicryptophyte
7000,P,Hemicryptophyte
7001,G,Hemicryptophyte
7001,R,Hemicryptophyte
7002,G,Hemicryptophyte
7002,R,Hemicryptophyte
7003,G,Hemicryptophyte
7004,G,Hemicryptophyte
7005,P,Hemicryptophyte
7006,C,Hemicryptophyte
7007,G,Hemicryptophyte
7008,W,Hemicryptophyte
7009,W,Hemicryptophyte
7010,W,Hemicryptophyte
7011,W,Hemicryptophyte
7012,W,Hemicryptophyte
7013,R,Hemicryptophyte
7014,P,Hemicryptophyte
7014,R,Hemicryptophyte
7015,P,Hemicryptophyte
7015,R,Hemicryptophyte
7016,R,Hemicryptophyte
7017,R,Hemicryptophyte
7018,R,Hemicryptophyte
7019,G,Hemicryptophyte
7020,W,Hemicryptophyte
7021,P,Hemicryptophyte
7022,G,Hemicryptophyte
7022,R,Hemicryptophyte
7023,P,Hemicryptophyte
7024,W,Hemicryptophyte
7026,W,Hemicryptophyte
7027,G,Hemicryptophyte
7028,H,Hemicryptophyte
7028,R,Hemicryptophyte
7029,R,Hemicryptophyte
7030,R,Hemicryptophyte
7031,G,Hemicryptophyte
7031,H,Hemicryptophyte
7032,R,Hemicryptophyte
7033,R,Hemicryptophyte
7034,R,Hemicryptophyte
7034,W,Hemicryptophyte
7035,G,Hemicryptophyte
7036,P,Therophyte
7036,R,Therophyte
7037,G,Hemicryptophyte
7038,G,Hemicryptophyte
7039,R,Hemicryptophyte
7040,P,Hemicryptophyte
7041,G,Hemicryptophyte
7042,P,Hemicryptophyte
7043,R,Hemicryptophyte
7044,M,Hemicryptophyte
7045,R,Hemicryptophyte
7046,G,Hemicryptophyte
7046,R,Hemicryptophyte
7047,P,Hemicryptophyte
7048,H,Hemicryptophyte
7049,G,Hemicryptophyte
7050,C,Hemicryptophyte
7051,R,Hemicryptophyte
7052,P,Hemicryptophyte
7052,R,Hemicryptophyte
7053,R,Hemicryptophyte
7054,C,Hemicryptophyte
7054,G,Hemicryptophyte
7055,G,Hemicryptophyte
7055,R,Hemicryptophyte
7056,G,Hemicryptophyte
7056,R,Hemicryptophyte
7057,G,Hemicryptophyte
7057,R,Hemicryptophyte
7058,H,Chamaephyte
7058,P,Chamaephyte
7059,R,Hemicryptophyte
7060,P,Hemicryptophyte
7061,M,Chamaephyte
7062,P,Chamaephyte
7063,P,Hemicryptophyte
7063,R,Hemicryptophyte
7064,W,Hemicryptophyte
7065,R,Hemicryptophyte
7066,A,Hemicryptophyte
7066,R,Hemicryptophyte
7067,A,Therophyte
7068,A,Therophyte
7068,R,Therophyte
7069,P,Therophyte
7069,R,Therophyte
7071,A,Therophyte
7072,C,Hemicryptophyte
7072,H,Hemicryptophyte
7073,R,Therophyte
7074,G,Therophyte
7074,P,Therophyte
7074,R,Therophyte
